Platform,Game,Entry
Facebook,Tottenham vs. Liverpool May 1,Ref holding back the red card is Liverpool mvp
Facebook,Tottenham vs. Liverpool May 1,I blame Lucas😭🥺he costed us this last two games
Facebook,Tottenham vs. Liverpool May 1,Akamadzi
Facebook,Tottenham vs. Liverpool May 1,Every week u jus write Defeat at sososo 😂😂😂 u and chelsea this season eh eh 😂😂😂😂
Facebook,Tottenham vs. Liverpool May 1,But you tried you people i liked that energy
Facebook,Tottenham vs. Liverpool May 1,Genghis Conrad diving richarlison
Facebook,Tottenham vs. Liverpool May 1,Zerigui Hichem Ayoub  Takoul (....) ❤️
Facebook,Tottenham vs. Liverpool May 1,"When we come back 3,3 by the time I finished jumping around and texting my football mates on whatsapp they went and scored 🤦🏼‍♂️ same on spurs!"
Facebook,Tottenham vs. Liverpool May 1,Jay Tierney Lol who is Jota or you mean Joker. Not even best in Liverpool history and u are saying all time 😂😂😂😂
Facebook,Tottenham vs. Liverpool May 1,"Craig Nicol I know! It's so gutting to see how the defence is letting Kane down. Forget Lucas' error, we lost the game in the first 5 mins."
Facebook,Tottenham vs. Liverpool May 1,That substitute destroyed the game
Facebook,Tottenham vs. Liverpool May 1,Tran Quang Tuan nguyên 1 nồi cháo gà luôn  =)))
Facebook,Tottenham vs. Liverpool May 1,We are always weak when 2 come to  90minutes
Facebook,Tottenham vs. Liverpool May 1,Levy out!!!!
Facebook,Tottenham vs. Liverpool May 1,Reimbursement to follow
Facebook,Tottenham vs. Liverpool May 1,Again Lucas..Not real😡😡😡
Facebook,Tottenham vs. Liverpool May 1,Would the players return fans tickets money 💰 asking for a friend sake Tottenham is a joke bad defence bad goalkeeper
Facebook,Tottenham vs. Liverpool May 1,Liverpool is back
Facebook,Tottenham vs. Liverpool May 1,"Tottenham are a bloody defensive joke. Fight back & can't even bottle a 3-3 draw well into added time. Lucas Moura - hero to zero. Slice through Hojbjerg in midfield like hot butter on a knife and Dier wouldn't make my U18 schoolboy side. Kept finding red jerseys throughout the game. As a diehard Spurs fan I'm obliged to say let's build on that second half, but again I said it twice before and Spurs have now shipped 12 goals in three games. Therein lies a story. 🤬😢"
Facebook,Tottenham vs. Liverpool May 1,Arif Erdash totenham should all of their defenders and midfiders except bentacur...they dont have the mentality of their attacks
Facebook,Tottenham vs. Liverpool May 1,Had this as 3-1 loss Guess it was close but I just want this season to end as it's been torture mostly...
Facebook,Tottenham vs. Liverpool May 1,"obviously this is a loss, but coming back from a 6-1 defeat, a draw against United, going 3-0 down in the first half, the boys started looking like a premier league club again after so long… I do have to admit, I was wrong about Lucas Moura and perhaps he is a shadow of his past self and I was backing him even after the red card that got him the suspension. Either way, Jota should have gotten a red card because that was a high and dangerous kick."
Facebook,Tottenham vs. Liverpool May 1,That was cruel . the fact we came back from 3-0 down and still lost very very cruel
Facebook,Tottenham vs. Liverpool May 1,Lucas Moura why????🤔🤔🤔🤔
Facebook,Tottenham vs. Liverpool May 1,"Oh Lucas... I went out to celebrate outside and when I come back, I see my brother celebrating...  Moura sorry you leave is enough for us 👋🏾, I hope Mason understood.  you second half remind us that there is still something in our club, get rid of those who have nothing to do with our shirt."
Facebook,Tottenham vs. Liverpool May 1,ဖစ္တတ္ပါတယ္
Facebook,Tottenham vs. Liverpool May 1,Audi cup brotherr itu tropyy
Facebook,Tottenham vs. Liverpool May 1,Robert Fordme to 😭
Facebook,Tottenham vs. Liverpool May 1,Spursy af 😂
Facebook,Tottenham vs. Liverpool May 1,"Tottenham Hotspur are trying to break me but I refuse to let them, on to the next one lads c.o.y.s"
Facebook,Tottenham vs. Liverpool May 1,MOTM.. Lucas Moura 😁
Facebook,Tottenham vs. Liverpool May 1,How will Tottenham survive without Ken next season? That guy is signing for Manchester United. Take it to the bank.
Facebook,Tottenham vs. Liverpool May 1,Almost there spur I'm with u to the finish
Facebook,Tottenham vs. Liverpool May 1,You tried
Facebook,Tottenham vs. Liverpool May 1,Great comeback I love the team
Facebook,Tottenham vs. Liverpool May 1,Refereeing is scandalous in this country
Facebook,Tottenham vs. Liverpool May 1,Nacalada idin dhashay wasa mesha harry kane kaliya kanool iyo skipp dhiladii owner ka idin eheed neh dhafooraha uu heysta nacalad idinku dhacde son waa fcna asagana next season harry kane idin lama joogi doono hadu rabo cup iyo guul
Facebook,Tottenham vs. Liverpool May 1,Hello sir. Can I please have two tickets to the go-kart fun track?
Facebook,Tottenham vs. Liverpool May 1,"Lloris,Dier,Sanchez,Lucas should be on Their way out..let all the loanees back and try them out"
Facebook,Tottenham vs. Liverpool May 1,"It's best spurs aren't in Europe next season, the players will only let the travelling supporters down whoever they play, Levy will penny pinch, take ages over signing any one, not that we will be in for anyone of any great quality anyway. next season our team for the first game will be roughly the same players who have proved they aren't good enough time and time again, but Levy will ignore that and continue with his pathetic failed business plan, and on and on it goes."
Facebook,Tottenham vs. Liverpool May 1,"Lucas is clearly just collecting his pay check, just empty his locker out now."
Facebook,Tottenham vs. Liverpool May 1,"Away from the pain of losing so late....ladies and gentlemen...OLIVER SKIPP 👏👏👏...dude has heart for this team...if we could get 5 or 6 guys with this level of heart for the team, we can change the culture...skill and talent is not enough, heart sometimes plays a major role"
Facebook,Tottenham vs. Liverpool May 1,Maguire will be so proud of Lucas
Facebook,Tottenham vs. Liverpool May 1,"Mike Abbey It was a windup comment, mate 😂"
Facebook,Tottenham vs. Liverpool May 1,Sophie James if Richie got the pen he should av been given & Jota sent off when he should have been for kicking Skip in the face then I doubt it very much.
Facebook,Tottenham vs. Liverpool May 1,ۦۦۦ ۦۦۦ nchlh nchlh
Facebook,Tottenham vs. Liverpool May 1,VAR decided your defeat. But we're all sad. Sorry.
Facebook,Tottenham vs. Liverpool May 1,"Kenneth Mathias Hitsøy yes, I said 4 schoolboy errors including the 4th goal."
Facebook,Tottenham vs. Liverpool May 1,Worse defending both team
Facebook,Tottenham vs. Liverpool May 1,Andy Ferne with Levy here we are not going to be able to sort the defence out
Facebook,Tottenham vs. Liverpool May 1,Maldito sea el dia en que te elegí spurs 😔
Facebook,Tottenham vs. Liverpool May 1,Best team lost. Corrupt officiating once again. Didn't expect anything else.
Facebook,Tottenham vs. Liverpool May 1,"In fact, even though you live only for a short time, just from being born to being buried, but if you fail to live, you become a person without the joy of life, simply living truly is always ""Full of Gratitude, Full of Love, Full of Joy"", then ""Full of Gratitude, Full of Love, Full of Joy"" is already Known/Glorified by God, then it is immediately Full of Happiness;  God's Blessing; God Bless you;  Amantu Billaah, I'm Wim;  Subkhaanallaah."
Facebook,Tottenham vs. Liverpool May 1,"The most useless club in history, only good at fleecing fans for tickets"
Facebook,Tottenham vs. Liverpool May 1,We should have invested in the team when Poch told Levy that was needed. The team have had two Italian managers whose tactics have been the most boring defensive football. Spurs have always been known as an attacking team. We need a manager whose tactics will do that. I have supported them for 65 years seen the good and the bad but this is awful
Facebook,Tottenham vs. Liverpool May 1,Declan Dowling
Facebook,Tottenham vs. Liverpool May 1,💔
Facebook,Tottenham vs. Liverpool May 1,Michael Phillips yes we did but I am proud as explained above.
Facebook,Tottenham vs. Liverpool May 1,We’ve conceded 12 goals in 3 games. Defence needs their wages cut.
Facebook,Tottenham vs. Liverpool May 1,Bryan Heighway  children dont get paid either.
Facebook,Tottenham vs. Liverpool May 1,I’m glad we have VAR to continually destroy us.
Facebook,Tottenham vs. Liverpool May 1,"Back Mason! Trust the process! Now it is for the best to keep Mason and grow him on this position and give him greater time. Surely he has to deliver! The Spurs job is not too easy for a new-comer, now that we have almost lost reappointing Poch as well. 5th or 6th in the table is the best  we should now aim for! We should be in Europa next season!"
Facebook,Tottenham vs. Liverpool May 1,Still crazy how someone said spurs will be up there this season 😂😂kane go to any club win a trophy ur at least give your grandkids summit to talk about
Facebook,Tottenham vs. Liverpool May 1,Useless team
Facebook,Tottenham vs. Liverpool May 1,DeleAlli kemon opo don.. wong ws kalah kok kemon² koen iku
Facebook,Tottenham vs. Liverpool May 1,DE Young You're such a sad person 🤨
Facebook,Tottenham vs. Liverpool May 1,Donna Jones low expectations
Facebook,Tottenham vs. Liverpool May 1,أيوب القاضيAyoub     El Kady  what game were you watching you idiot ?
Facebook,Tottenham vs. Liverpool May 1,The 93rd minute goal for 3-3 was the best but a 'stupid mistake' by lucas moura after that gave liberfool a 'lucky win'..the spur game with the interim manager can be proud but the liberfool game is just hoping for luck..
Facebook,Tottenham vs. Liverpool May 1,مباراة مجنونة
Facebook,Tottenham vs. Liverpool May 1,Mura ruined everything.
Facebook,Tottenham vs. Liverpool May 1,Sean Martin Roddick I actually agree w you. We did so well to claw our way back.
Facebook,Tottenham vs. Liverpool May 1,😬😑😐🤐
Facebook,Tottenham vs. Liverpool May 1,2nd half was brilliant play!  To come 3-0 down to equalise - last goal was a shame
Facebook,Tottenham vs. Liverpool May 1,Lucas! Again!
Facebook,Tottenham vs. Liverpool May 1,Did well against  dirty play .
Facebook,Tottenham vs. Liverpool May 1,Actually tried can't fault that gave best to equilize but Liverpool really wanted it and our defence is poor so there you go. Its sad seeing what is happening spurs under poch would of been so attacking stats would of been up etc. Let me guess baldy will hire another world class manager is going to end in tears again! All for that top 4 money after that baldy and faty do not care they will hire someone else
Facebook,Tottenham vs. Liverpool May 1,"Porro Remero Dier were at fault for the goals, but I was gutted for the guy after that super effort but we gave ourselves a huge hill to climb, Sonny hit the post twice Lucas was unlucky to be the player to give away the ball but I still want them to Get rid of Dier in the morning please."
Facebook,Tottenham vs. Liverpool May 1,Lavin Ooko support your team😂
Facebook,Tottenham vs. Liverpool May 1,"Apparently you can catch someone in the head with the studs of a high boot and go on to score the game winning goal. 🤷‍♂️ No idea what Lucas was doing, but Jota shouldn’t have been on the field, that was a blatant red, LiVARpool at it’s best."
Facebook,Tottenham vs. Liverpool May 1,👏🏽👏🏽👏🏽Well done guys!😂😂😂 Especially Richarlison! We should build him a statue.😂😂😂
Facebook,Tottenham vs. Liverpool May 1,Good match  Wel done Tottenham maybe we will try next time👏👏
Facebook,Tottenham vs. Liverpool May 1,Tottenham Deadspur
Facebook,Tottenham vs. Liverpool May 1,Well done boys you guys worked hard even though the results weren't as expected. Let's promote that spirit in the next matches ❤💪
Facebook,Tottenham vs. Liverpool May 1,اداء خرافي🤍☹️
Facebook,Tottenham vs. Liverpool May 1,Great fighting spirit 🤗💃
Facebook,Tottenham vs. Liverpool May 1,Villa Wa Mmaphashalala waitse gre gare bone city ka sepe
Facebook,Tottenham vs. Liverpool May 1,"Apart from twenty minutes was a decent game could of even won it, our attack when they spark are excellent but unfortunately the defense are all shocking"
Facebook,Tottenham vs. Liverpool May 1,George Morningstar 100% red all day long except at Anfield & your a Liverpool player then it’s just normal.
Facebook,Tottenham vs. Liverpool May 1,Take your spurs goggles off
Facebook,Tottenham vs. Liverpool May 1,Michael Phillips why are you even commenting on a spurs page? Ffs go and comment on your own teams page!
Facebook,Tottenham vs. Liverpool May 1,Παντε γαμηθειτε και επισημα
Facebook,Tottenham vs. Liverpool May 1,Bad defending first 20 mins cost us
Facebook,Tottenham vs. Liverpool May 1,Atleast we tried 3. Well done guys.
Facebook,Tottenham vs. Liverpool May 1,I went out celebrating Jota's goal and I found my brother outside still celebrating Richarlison's goal 😁
Facebook,Tottenham vs. Liverpool May 1,Ronald Okeji was somebody else booed today? Or that is only for Sánchez?
Facebook,Tottenham vs. Liverpool May 1,Spurs always spoil their games by bringing in Lucas moura
Facebook,Tottenham vs. Liverpool May 1,Tottenham should have had a penalty and Jota should have been sent off for dangerous play against skipp. So should never have been on the pitch to score the 4th goal
Facebook,Tottenham vs. Liverpool May 1,😄😄😄
Facebook,Tottenham vs. Liverpool May 1,Richarlison 💀💀
Facebook,Tottenham vs. Liverpool May 1,When we have cowards as defenders!!we all know we have some of the best attacking talent on the planet ! Mason needs to show us he can make big decisions and wack the u17 back line into our next game that lot  will learn something! E.d contract  should be terminated
Facebook,Tottenham vs. Liverpool May 1,Kenneth Dahl Skipp on Diaz in first half should've been red too...
Facebook,Tottenham vs. Liverpool May 1,"David Hotspurs I feel desperate for Moura - a terrible error. Although I would say it was the first 5 mins that cost us, not Moura's error. Nevertheless I agree, his time is up."
Facebook,Tottenham vs. Liverpool May 1,Unlucky but it's okey we will good team.
Facebook,Tottenham vs. Liverpool May 1,It's a habit of consinding a goal in that late and early stages but alot of room to improve #COYS⚽
Facebook,Tottenham vs. Liverpool May 1,Nói chung cũng hơi đen =))
Facebook,Tottenham vs. Liverpool May 1,Donna Jones mm very spursy language
Facebook,Tottenham vs. Liverpool May 1,"Spurs fans, I'm fed up, ,,,how you!,😔☹️😡god how much more can we all take,?"
Facebook,Tottenham vs. Liverpool May 1,"When was the last time we got a run of the mill, bog standard, no fuss no panic 2-0 win?"
Facebook,Tottenham vs. Liverpool May 1,Bunch of Well Paid Monkeys….
Facebook,Tottenham vs. Liverpool May 1,"Genghis It is true that he grabbed Richard that was a penalty, so they never had the account"
Facebook,Tottenham vs. Liverpool May 1,Herman Hilmer hartseer bra. .Aaron die kak gebeur
Facebook,Tottenham vs. Liverpool May 1,😭أيوب القاضي Ayoub El Kady
Facebook,Tottenham vs. Liverpool May 1,Good grief. Who are some of the people on this site?
Facebook,Tottenham vs. Liverpool May 1,Turid-Mette Larsen what does support mean to you?
Facebook,Tottenham vs. Liverpool May 1,Well played spurs
Facebook,Tottenham vs. Liverpool May 1,"Òfirst 20 mind we're a joke ,at least under Mason we showed passion"
Facebook,Tottenham vs. Liverpool May 1,We lost but It was am enjoyable game. This is what we want to see!
Facebook,Tottenham vs. Liverpool May 1,I have to say well played even though we lost the 2nd half was brilliant unlucky on the last goal if only we let pedro porro finished the match maybe we couldve gotten a point.
Facebook,Tottenham vs. Liverpool May 1,Lucas finally punished Spurs. Well done Moura. Spurs deserved to be fxxked by fans.
Facebook,Tottenham vs. Liverpool May 1,Good Game Lads 😤❤️ One Day! All this will be history!😤😤
Facebook,Tottenham vs. Liverpool May 1,Liverpool cuma dapet 4 shot on goal sepanjang pertandingan  Skipp yang ditendang kepalanya tapi Jota ga kartu merah  Beberapa pelanggaran di kotak pinalty Liverpool tapi ga di gubris sama sekali  Buat apa ada VAR ini mah 🥲
Facebook,Tottenham vs. Liverpool May 1,Matt Munford tough game for the totties but looking forward over our shoulder next week’s fixtures are where we will start our bid for a place in the grand final 🏆
Facebook,Tottenham vs. Liverpool May 1,"It's anfield"" you think you just come and win like that  with the bad form ? Forgetttttttt🤣🤣"
Facebook,Tottenham vs. Liverpool May 1,"Andrew Ng absolutely, he shouldn't pull on a shirt for us again. Should of kicked the ball up field not back to the keeper."
Facebook,Tottenham vs. Liverpool May 1,If you wont Dier and Moura plays that you must win this game.!!!
Facebook,Tottenham vs. Liverpool May 1,Tottenham should stop football and starting playing pool
Facebook,Tottenham vs. Liverpool May 1,"We were robbed, Djota shouldn’t have been on the pitch after his foul on Skippy."
Facebook,Tottenham vs. Liverpool May 1,My Lovely Tottenham 👏  Coys 🥰
Facebook,Tottenham vs. Liverpool May 1,"Deberían jugar como jugaron el segundo tiempo , ánimo cabrones"
Facebook,Tottenham vs. Liverpool May 1,Trophyless hotspur
Facebook,Tottenham vs. Liverpool May 1,Aston Bread Guy 😂😂 ntse re tsaya
Facebook,Tottenham vs. Liverpool May 1,أيوب القاضي Ayoub El Kady you are a joke..
Facebook,Tottenham vs. Liverpool May 1,Daouda zoungrana You look so horrible.. You must be commenting from the 12th floor
Facebook,Tottenham vs. Liverpool May 1,Tuli mbwafye ifwe ba spurs
Facebook,Tottenham vs. Liverpool May 1,This is Liverpool. This is Anfield!  We fight to the end!
Facebook,Tottenham vs. Liverpool May 1,Charlton Luthuli joke of a club
Facebook,Tottenham vs. Liverpool May 1,Becci Van Der Smith I ain't wrong! You just want ENIC out haha
Facebook,Tottenham vs. Liverpool May 1,"Half of the team is not at home. Not in mind, nor in North London. Piorro, Dier, Lucas, Skip... It was not spursy., it was an incredible subsitution, and the result of it. We was one minute to be happy,  I think it is weak. I am very sorry, Richie. Did you have 1 minute to be happy. :("
Facebook,Tottenham vs. Liverpool May 1,Who is the best captain in the epl  Kevin De Bruyne  Bruno Fernandes  Declan Rice Martin Odegaard Thiago Silva Harry Kane  Kieran Trippier   #football #soccer #captain
Facebook,Tottenham vs. Liverpool May 1,"Lose or win, we are here to support your team forever 💙❤️ Tottenham Hotspur💪"
Facebook,Tottenham vs. Liverpool May 1,"Maria Newnham yes. Bitter taste in mouth that the winner scored by someone who should have already showered, dried and got dressed by that point"
Facebook,Tottenham vs. Liverpool May 1,"Maura, you had one job 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️"
Facebook,Tottenham vs. Liverpool May 1,Erman Bin Ibrahim 4+3=7 😜
Facebook,Tottenham vs. Liverpool May 1,Igor Tomić aj kradi mi fore
Facebook,Tottenham vs. Liverpool May 1,🤏🏼
Facebook,Tottenham vs. Liverpool May 1,Lauri Howard Shamieh yep. Just equalled the Prem all time record.
Facebook,Tottenham vs. Liverpool May 1,Richard Munyayi except the shocking defense in the 1st 20mins
Facebook,Tottenham vs. Liverpool May 1,"If spurs still use Dier , spurs never be any champion because of more lose scores to opponent."
Facebook,Tottenham vs. Liverpool May 1,"Horace Lee can’t say levy hasn’t invested, Richarlison alone cost £60m I’m sure 3 £20m defenders would fare better than what we got now, we have the attack but the defence is the issue, today proves it, the money is there but hasn’t been spent wisely, I’d sooner levy than some Arab on a spending spree any day. I grew up predominantly watching spurs sitting mid table, we are grafting our way through it, and have hit a slump however city without their investment would be relegation contenders at best, everything spurs have is their own. Criticise if you want but I’m proud of what spurs have achieved without a takeover."
Facebook,Tottenham vs. Liverpool May 1,"Kad Appiah yep, I agree kad, boy, that defeat it's painful , did you see levy sitting there watching the game, what a joke,!"
Facebook,Tottenham vs. Liverpool May 1,This is the real Tottenham hot spurs i am really glad to be this game at least they give all energy to defeat the game come on u spurs never give up
Facebook,Tottenham vs. Liverpool May 1,Genghis Conrad You never get the big decisions at Liverpool and Manchester
Facebook,Tottenham vs. Liverpool May 1,"We’ve had the two most defensive managers in world football in conte and Jose and our defence is letting us down all the time, game after game!  How have we not replaced Toby and Jan ffs?"
Facebook,Tottenham vs. Liverpool May 1,Are you going to reimburse us with the cost for the tickets🤦🏽‍♂️
Facebook,Tottenham vs. Liverpool May 1,Dan Pearce on both ends
Facebook,Tottenham vs. Liverpool May 1,Referee is a joke!
Facebook,Tottenham vs. Liverpool May 1,"Haha we’re back to 2nd half FC. Showed some fights and angry on the 2nd half, that’s perfect, but we just couldn’t have that spirit in the first half and it’ll always cost us a draw."
Facebook,Tottenham vs. Liverpool May 1,Žarko Zrnić He lost to little Serbs in quarterfinals bro
Facebook,Tottenham vs. Liverpool May 1,Dan Pearce absolutely agree
Facebook,Tottenham vs. Liverpool May 1,Lee James Dawson and reaching for his debit card to pay up ...
Facebook,Tottenham vs. Liverpool May 1,Jota red not given/penalty for Richy not given. Pathetic refereeing but still we cannot be going 3-0 down after just 20 minutes & hope to comeback each time. Today mason also cost us the match with the unbelievable moura sub which again made a brain dead decision
Facebook,Tottenham vs. Liverpool May 1,Cannot believe it extra time again. 🥵
Facebook,Tottenham vs. Liverpool May 1,when defeat comes nothing can stop it in victory as in defeat we will be with you
Facebook,Tottenham vs. Liverpool May 1,"Peter Grinham how he played at RWB, at least sub him for son position, he can't defend don't understand why sub porro for moura"
Facebook,Tottenham vs. Liverpool May 1,that's the second time moura costed spurs a point sigh...
Facebook,Tottenham vs. Liverpool May 1,Levy should be scrapped
Facebook,Tottenham vs. Liverpool May 1,Why the hell do we still keep moura
Facebook,Tottenham vs. Liverpool May 1,I used to think Tottenham women has beutiful girls but not I was mistaken
Facebook,Tottenham vs. Liverpool May 1,Shika Lekalakala Jnrtanga you're still alive 🥺🥺💯💯💯🔥🔥🔥🔥
Facebook,Tottenham vs. Liverpool May 1,Well tried. I love Spurs fighting spirit. 3 goals at Anfield is no joke. Better luck next time
Facebook,Tottenham vs. Liverpool May 1,James Lang.... TF... Will sort you out
Facebook,Tottenham vs. Liverpool May 1,Villa Wa Mmaphashalala go lebega jalo
Facebook,Tottenham vs. Liverpool May 1,"Rangers fan here from Scotland, Tottenham Hotspur is a yesterday's team, they are the Laughing stock of english football, Arsenal are a far bigger football club than Tottenham Hotspur, such a pathetic joke to call yourselves a football club, I hope Rangers get Tottenham Hotspur in Europe as Rangers will beat Tottenham Hotspur."
Facebook,Tottenham vs. Liverpool May 1,Kinley Tenzin ga gaynu ga tash layshom bay jda
Facebook,Tottenham vs. Liverpool May 1,You fought a GOOD fight anyway 👏
Facebook,Tottenham vs. Liverpool May 1,Red card  And Assis
Facebook,Tottenham vs. Liverpool May 1,Garry Ursin-smith yep dosent care 👎
Facebook,Tottenham vs. Liverpool May 1,Vieve Dele Gene Ali 😁
Facebook,Tottenham vs. Liverpool May 1,Should never have took off the wing backs In that situation I’m afraid
Facebook,Tottenham vs. Liverpool May 1,Saul Asian-Sales Chen un partidazo
Facebook,Tottenham vs. Liverpool May 1,"Andrew Evans being a Queens Park Rangers supporter, you can take the despair, it’s the hope that kills you."
Facebook,Tottenham vs. Liverpool May 1,"Martyn Dunwell Rangers fan here from Scotland, Tottenham Hotspur is a yesterday's team, they are the Laughing stock of english football, Arsenal are a far bigger football club than Tottenham Hotspur, such a pathetic joke to call yourselves a football club, I hope Rangers get Tottenham Hotspur in Europe as Rangers will beat Tottenham Hotspur."
Facebook,Tottenham vs. Liverpool May 1,There is comfort knowing the outcome before the match .. 😉
Facebook,Tottenham vs. Liverpool May 1,Muri mhata maSpurs
Facebook,Tottenham vs. Liverpool May 1,"Matt Hickman this one didn’t even seem like a maybe. As soon as I saw the replay I said for sure, 100% that’s a penalty. I couldn’t believe it wasn’t given."
Facebook,Tottenham vs. Liverpool May 1,"Fair play, stick highlights this time round was a a good game at last"
Facebook,Tottenham vs. Liverpool May 1,"Saul Stern we need to get this sorted Mate! Romero just turns up for the wage, but doesn’t actually turn up!"
Facebook,Tottenham vs. Liverpool May 1,"Donna Jones Rangers fan here from Scotland, Tottenham Hotspur is a yesterday's team, they are the Laughing stock of english football, Arsenal are a far bigger football club than Tottenham Hotspur, such a pathetic joke to call yourselves a football club, I hope Rangers get Tottenham Hotspur in Europe as Rangers will beat Tottenham Hotspur."
Facebook,Tottenham vs. Liverpool May 1,"This time not the time to applease Dier!!!, This time we should the best player for the best result. If we do the same then you must torn "" to dare is to do "" throw to the bin!!!."
Facebook,Tottenham vs. Liverpool May 1,"Ben Jordan Horrocks Still Lloris to blame? You still don’t understand after this game? With Eric Dier as the heart of your defense week in week out, no world class keeper can even get a clean sheet!"
Facebook,Tottenham vs. Liverpool May 1,Bob Groves why was Jota still on the pitch ♦️
Facebook,Tottenham vs. Liverpool May 1,Jos Headington do you want lunch in the cheese room too? 🧀 > ⚽
Facebook,Tottenham vs. Liverpool May 1,"I think we ought to be extremely keen in the first quarter of  our games, I mean, looking at the number of injuries we have, there shouldn't be any blunder at all, otherwise, I do believe we are  capable of making great progress with high number of signings at the end of the season so that we can always level things at such - hardly hit  by injuries - moments #YesWeCanBeHOT #LetsGoSPURS"
Facebook,Tottenham vs. Liverpool May 1,"Dier, Davies and Skipp no longer belong on this team. We'll talk about the goalkeeper after 😡"
Facebook,Tottenham vs. Liverpool May 1,"Alfie Perry Rangers fan here from Scotland, Tottenham Hotspur is a yesterday's team, they are the Laughing stock of english football, Arsenal are a far bigger football club than Tottenham Hotspur, such a pathetic joke to call yourselves a football club, I hope Rangers get Tottenham Hotspur in Europe as Rangers will beat Tottenham Hotspur."
Facebook,Tottenham vs. Liverpool May 1,Aston Bread Guy 😂😅😅 wena wareng ka kgang ya teng
Facebook,Tottenham vs. Liverpool May 1,🤣🤣🤣🤣
Facebook,Tottenham vs. Liverpool May 1,"There are players simply shouldn't be playing for spurs, confusing, one day they play well, the next they play bad, that's the confusing, !,"
Facebook,Tottenham vs. Liverpool May 1,برجع وبكرر  زبالة الفرق الإنكليزية هذا الموسم 🤣🤣🤣🤣🤣
Facebook,Tottenham vs. Liverpool May 1,Lucas Moura 🤡🤡🤡
Facebook,Tottenham vs. Liverpool May 1,"Jo Swash Rangers fan here from Scotland, Tottenham Hotspur is a yesterday's team, they are the Laughing stock of english football, Arsenal are a far bigger football club than Tottenham Hotspur, such a pathetic joke to call yourselves a football club, I hope Rangers get Tottenham Hotspur in Europe as Rangers will beat Tottenham Hotspur."
Facebook,Tottenham vs. Liverpool May 1,I give up
Facebook,Tottenham vs. Liverpool May 1,"To dare is to do , that u must brave to change some player for the best quality of the team."
Facebook,Tottenham vs. Liverpool May 1,"Dont sub moura again,,this is joke"
Facebook,Tottenham vs. Liverpool May 1,"El Kady so who do support this week, glory hunter!! 😂😂😂"
Facebook,Tottenham vs. Liverpool May 1,Your face is biggest joke you seen it?
Facebook,Tottenham vs. Liverpool May 1,"Jota should have been sent off for kicking Skipp in the head,if it had been the other way round Skipp would have definitely been red carded ."
Facebook,Tottenham vs. Liverpool May 1,Football mondial MESSI is the G.O.A.T. He has won a World Cup. CR7 Hasn't 🤣🤣
Facebook,Tottenham vs. Liverpool May 1,Adetola Taiwo  you expect to do that in Just 2 games? Next game he do this you will be the first to say Richarlison is a cow
Facebook,Tottenham vs. Liverpool May 1,Please ! No more Moura !
Facebook,Tottenham vs. Liverpool May 1,Sally Warwick ok
Facebook,Tottenham vs. Liverpool May 1,"God Game Spurs, But we don't win😿💙"
Facebook,Tottenham vs. Liverpool May 1,We need to keep kane ..son..Romeo...skipp..Forster...Bantancur ...richy......  So sell the least and bring new players
Facebook,Tottenham vs. Liverpool May 1,"DE Young ""die hard"" United fan celebrates a Liverpool win.. errm 🤔 ..."
Facebook,Tottenham vs. Liverpool May 1,"Chris Batley Rangers fan here from Scotland, Tottenham Hotspur is a yesterday's team, they are the Laughing stock of english football, Arsenal are a far bigger football club than Tottenham Hotspur, such a pathetic joke to call yourselves a football club, I hope Rangers get Tottenham Hotspur in Europe as Rangers will beat Tottenham Hotspur."
Facebook,Tottenham vs. Liverpool May 1,Fool🤣
Facebook,Tottenham vs. Liverpool May 1,Unfortunately for Spurs played so brilliantly after conceding three goals a match of missed opportunities three time ball hit woods. But this defense needs to be upgraded and one last mistake from Lucas destroyed all the party for spurs
Facebook,Tottenham vs. Liverpool May 1,"Andrew Ng I am gutted for him as I know he's a decent human being and someone who did so much for us under Poch. But yes, what a dreadful error. His time with us has come to an end and rightly so. His best days are behind him now. To be fair to him though, it was the first 5 mins that cost  us, not his error."
Facebook,Tottenham vs. Liverpool May 1,Dier needs to be binned off. Can’t have him leading the defense.
Facebook,Tottenham vs. Liverpool May 1,رجاله ❤️‍🔥.
Facebook,Tottenham vs. Liverpool May 1,You guys played a good game in second half
Facebook,Tottenham vs. Liverpool May 1,"Sophie James you will not know next season so go pick on Preston, QPR or the other Championship sides."
Facebook,Tottenham vs. Liverpool May 1,Mark Beaumont how do them plastic fans feel for leaving game after pen  went in credit spurs for making a game of it second half
Facebook,Tottenham vs. Liverpool May 1,John Stewart well played Celtic
Facebook,Tottenham vs. Liverpool May 1,"Angela Bryant Rangers fan here from Scotland, Tottenham Hotspur is a yesterday's team, they are the Laughing stock of english football, Arsenal are a far bigger football club than Tottenham Hotspur, such a pathetic joke to call yourselves a football club, I hope Rangers get Tottenham Hotspur in Europe as Rangers will beat Tottenham Hotspur."
Facebook,Tottenham vs. Liverpool May 1,Conte was right. Poor mentality 😂
